Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Transportation-Train Elevated,Linden Blvd & 180th Street,Queens,09/06/2012 06:49:07 AM,09/06/2012 07:30:58 AM,40.6922501296,-73.7666821882
Law Enforcement-Device,104-54 89th Avenue,Queens,09/06/2012 12:14:14 PM,09/06/2012 12:53:38 PM,40.6939609041,-73.8412654873
Fire-School,3511 Bainbridge Avenue,Bronx,09/06/2012 01:34:29 PM,09/06/2012 04:08:27 PM,40.8813863483,-73.8783949375
Law Enforcement-Haz Mat,West 207 St & Broadway,Manhattan,09/06/2012 06:36:39 PM,09/06/2012 07:02:05 PM,40.8676918204,-73.9212136168
Utility-Power Outage,1442 Fulton Street,Brooklyn,09/07/2012 04:40:07 PM,09/07/2012 05:53:06 PM,40.6800194184,-73.942844042
Fire-1st Alarm,Essex Street & Delancy Street,Manhattan,09/07/2012 03:08:28 PM,09/07/2012 08:36:57 PM,40.7185558076,-73.9882000111
Weather-Flooding,73 Place & Cooper Avenue,Queens,09/08/2012 03:45:01 PM,09/08/2012 04:45:44 PM,40.703995706,-73.8770955282
Structural-Car Into Building,740 East 225 Street,Bronx,09/08/2012 05:42:53 PM,09/08/2012 06:33:56 PM,40.8873973728,-73.8592122275
Utility-Power Outage,50 Street & 10 Avenue,Brooklyn,09/07/2012 08:24:21 PM,09/08/2012 06:46:28 PM,40.6384556857,-73.9993045967
Structural-Retaining Wall,2454 Webb Ave,Bronx,09/08/2012 12:34:54 PM,09/09/2012 01:04:31 PM,40.8652430729,-73.9059196968
Fire-1st Alarm,1201 Findlay Ave,Bronx,09/10/2012 06:29:50 PM,09/10/2012 09:24:29 PM,40.8321499933,-73.912702273
Structural-Collapse,227 Carlton Avenue,Brooklyn,09/10/2012 09:24:40 AM,09/11/2012 09:42:33 AM,40.6908035252,-73.9723711755
HazMat-Disabled Tractor Trailer Carrying Asbestos,Cross Bronx Expressway & Nelson Avenue,Bronx,09/12/2012 12:30:11 AM,09/12/2012 03:46:34 AM,,
Law Enforcement-Suspicious Package,250 Broadway,Manhattan,09/12/2012 01:00:07 PM,09/12/2012 02:16:59 PM,40.7129815719,-74.0073008805
Administration-Evacuation Drill,170 East 121 Street,Manhattan,09/12/2012 11:20:43 AM,09/14/2012 01:12:24 PM,40.8014229573,-73.9383729555
Fire-10-76 (Commercial High Rise Fire),11 Pennsylvania Plaza,Manhattan,09/07/2017 12:34:58 AM,09/07/2017 01:24:52 AM,40.7504675826,-73.9922404462
Fire-Collapse,568 Broadway,Manhattan,11/19/2017 11:54:11 AM,11/20/2017 02:05:20 AM,,
Utility-Water Main,142 East 71 Street,Manhattan,04/25/2018 08:27:50 AM,04/25/2018 10:16:34 AM,40.7695867863,-73.9624235497
Fire-Sensitive Location,1047 Amsterdam Avenue,Manhattan,04/14/2019 10:29:23 AM,04/14/2019 03:09:17 PM,40.8074470581,-73.9606891855
HazMat-Chemical,141 Greene Street,Manhattan,04/12/2019 01:42:35 PM,04/25/2019 04:19:21 PM,40.7259076378,-73.9986179506
Utility-Gas Main Rupture,84 Ferris Street,Brooklyn,06/13/2019 08:17:57 AM,06/13/2019 09:43:39 AM,40.6785412873,-74.0164693406
Transportation-Other,FDR Drive & East 96 Street,Manhattan,06/24/2019 11:50:16 AM,06/24/2019 12:38:08 PM,40.78287,-73.9437345
Structural-Scaffold,500 Brightwater Court,Brooklyn,06/29/2019 07:23:38 PM,07/01/2019 04:26:09 AM,40.575734529,-73.962080801
Utility-Gas High Pressure,46th Street and 16th Avenue,Brooklyn,08/09/2019 07:01:55 PM,08/10/2019 08:06:41 PM,40.632696,-73.983771
Fire-3rd Alarm,1160 Worthen Street,Bronx,11/08/2019 09:12:32 PM,11/09/2019 12:18:05 AM,40.8132639226,-73.8927827494
Administration-Evacuation Drill,141 Livingston Street,Brooklyn,09/12/2012 11:23:05 AM,09/14/2012 04:44:08 PM,40.690647055,-73.9883455821
Law Enforcement-Suspicious Package,93-20 170 Street,Queens,09/15/2012 11:26:01 AM,09/15/2012 12:00:46 PM,40.7050558243,-73.7886781393
Utility-Gas Main Rupture,112-20  Rockaway Blvd,Queens,09/17/2012 11:39:33 AM,09/17/2012 01:07:19 PM,40.6772618091,-73.8261560622
Law Enforcement-Suspicious Package,1 Fordham Plaza,Bronx,09/18/2012 11:25:36 AM,09/18/2012 12:17:05 PM,40.8609939922,-73.8900731224
Structural-Construction Accident,101 East 123rd Street,Manhattan,09/18/2012 01:22:11 PM,09/18/2012 02:01:17 PM,40.8036743707,-73.9397687422
Structural-Vacate,674 Empire Blvd,Brooklyn,09/18/2012 01:14:28 PM,09/18/2012 09:24:21 PM,40.6638729399,-73.9395129017
Transportation-Roadway Flooding,FDR DRive & E 34 St,Manhattan,09/18/2012 09:16:15 PM,09/18/2012 09:56:22 PM,,
Law Enforcement-Device,1361 Rockaway Parkway,Brooklyn,09/20/2012 11:37:44 AM,09/20/2012 12:16:56 PM,40.6464686428,-73.9037885718
Structural-Life Safety Violations,317  West 51 Street,Manhattan,09/24/2012 08:12:22 PM,09/24/2012 11:26:14 PM,40.7632154487,-73.9863402331
Law Enforcement-Suspicious Package,2750 Throop Avenue,Bronx,09/27/2012 09:44:55 AM,09/27/2012 10:34:33 AM,40.8660799727,-73.8509815624
Structural-Evacuation,921 Montgomery Street,Brooklyn,09/26/2012 01:17:17 PM,09/27/2012 02:34:33 PM,40.6644819333,-73.9338928831
Structural-Vacate,899 Montgomery Street,Brooklyn,09/27/2012 12:55:57 PM,09/28/2012 12:07:45 AM,40.6645512932,-73.935194052
HazMat-High Carbon Monoxide,2365 8 Ave,Manhattan,09/29/2012 02:53:35 PM,09/29/2012 04:48:33 PM,40.8113865755,-73.950295779
Utility-Sewer Service,529 kingsborough 5th walk,Brooklyn,12/09/2019 01:19:11 PM,,40.6754190735,-73.9239144084
Rescue-Confined Space,,Brooklyn,06/25/2017 01:27:00 AM,06/25/2017 02:19:52 AM,,
Fire-2nd Alarm,,Brooklyn,06/26/2017 02:50:00 AM,06/26/2017 04:25:17 AM,,
Structural-Construction Accident,400 west 33 Street,Manhattan,09/21/2017 03:07:06 PM,09/21/2017 04:36:22 PM,40.7526906836,-73.9968967743
Fire-10-77 (Residential High Rise Fire),51 Nassau Street,Manhattan,01/18/2018 11:03:32 AM,01/18/2018 12:38:16 PM,40.7090247372,-74.0089604269
Law Enforcement-Suspicious Package,104 3rd Avenue,Manhattan,02/08/2018 03:52:00 PM,02/08/2018 04:00:35 PM,40.7325179542,-73.9877898342
Fire-Manhole,1561 West 5th Street,Brooklyn,03/23/2019 06:53:44 PM,03/24/2019 10:19:31 AM,40.6091838404,-73.9788588976
Utility-Gas Main Rupture,976 2nd Avenue,Manhattan,10/01/2012 12:09:27 PM,10/01/2012 12:51:58 PM,40.7558887743,-73.9677745804
Fire-Sensitive Location,38-54 Vernon Blvd,Queens,10/02/2012 07:29:19 AM,10/03/2012 09:17:59 PM,40.7590363595,-73.944479993
Fire-2nd Alarm,509 W 134 St.,Manhattan,09/28/2012 03:09:31 PM,10/09/2012 12:23:38 PM,40.818543374,-73.9534372493
Structural-Life Safety Violations,1535 Vyse Avenue,Bronx,10/09/2012 06:45:31 PM,10/09/2012 11:09:12 PM,40.8338794858,-73.8877003486
Utility-Water Service Line,270 Nostrand Ave,Brooklyn,10/10/2012 04:18:36 PM,10/11/2012 11:51:55 AM,40.69085159,-73.9516729593
Law Enforcement-White Powder,955 Bronx River Avenue,Bronx,10/11/2012 03:27:49 PM,10/11/2012 04:23:02 PM,,
Administration-Other,,Brooklyn,10/30/2016 08:19:34 PM,,,
Fire-2nd Alarm,615 east 179 street,Bronx,03/29/2018 04:55:23 PM,03/30/2018 01:24:52 AM,40.8477417691,-73.8918384416
Utility-Other,78th Avenue & 60th Lane,Queens,10/16/2012 08:55:28 PM,10/16/2012 10:45:40 PM,40.6965692144,-73.8945563503
Structural-Partial Collapse,555 West 151 Street,Manhattan,10/16/2012 05:50:08 PM,10/17/2012 02:42:33 AM,40.8296481395,-73.9463000825
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.8265375074,-73.9431738691
Administration-Evacuation Drill,45 Monroe Place,Brooklyn,09/12/2012 11:33:17 AM,10/17/2012 03:22:51 PM,40.695821309,-73.9928019729
Law Enforcement-Suspicious Package,503 Mosely Avenue,Staten Island,10/17/2012 04:07:35 PM,10/17/2012 06:11:22 PM,40.5436881722,-74.1650338971
Utility-Water Main,211 E 53 Street,Manhattan,10/17/2012 04:21:36 AM,10/18/2012 12:52:01 AM,40.7575002471,-73.9688927661
Fire-2nd Alarm,3269 3rd Avenue,Bronx,03/29/2018 05:20:43 AM,,40.8248371465,-73.9084361534
Law Enforcement-Suspicious Package,74 Street  & Broadway,Queens,10/18/2012 01:20:05 AM,10/18/2012 02:12:58 AM,40.7466416827,-73.891391421
Administration-Evacuation Drill,27 Madison Ave,Manhattan,09/12/2012 11:35:44 AM,10/19/2012 10:12:17 AM,40.7422319168,-73.9868208886
Law Enforcement-Suspicious Package,5602 U Avenue,Brooklyn,10/19/2012 11:47:57 PM,10/20/2012 01:02:33 AM,40.6122197771,-73.9188390613
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,03/05/2018 12:49:27 AM,,40.6854774055,-73.93117632
Fire-4th Alarm,3210 Hull Avenue,Bronx,11/20/2018 02:22:23 PM,,40.8743586778,-73.8762171032
Structural-Life Safety Violations,700  Hicks Street,Brooklyn,11/25/2018 08:09:28 PM,,,
Fire-4th Alarm,3210 Hull Avenue,Bronx,11/20/2018 02:22:23 PM,,40.8743586778,-73.8762171032
Fire-Haz Mat,2465 Broadway,Manhattan,11/25/2018 06:24:14 PM,,40.7918279018,-73.973976128
Structural-Demolition,169-12 116 Avenue,Queens,03/07/2018 05:27:32 PM,,40.6877354543,-73.7783532249
Structural-Falling Debris,1 State Street,Manhattan,12/22/2016 11:19:07 AM,12/22/2016 12:18:56 PM,40.7144215406,-74.0060763804
Law Enforcement-Suspicious Package,4 West 93rd Street,Manhattan,03/13/2017 10:07:06 AM,03/13/2017 11:25:10 AM,40.7144215406,-74.0060763804
Fire-2nd Alarm,98 Bleeker Street,Brooklyn,01/18/2018 03:25:28 PM,01/18/2018 05:27:11 PM,40.6950162542,-73.9212982657
Law Enforcement-Other,32-37 Junction Boulevard,Queens,10/29/2018 04:35:53 PM,,40.7575783231,-73.8740442538
Utility-Other,"625 Castle Hill Avenue, Bronx, NY",Bronx,07/06/2018 12:20:27 PM,07/16/2018 11:32:51 AM,40.8196709167,-73.8482152428
Structural-Scaffold,111 West 57 Street,New York,01/21/2019 08:28:35 PM,01/22/2019 09:12:21 PM,40.7646502065,-73.9778831252
Utility-Water Main,East 79th Street  & 3rd Avenue,Manhattan,02/04/2019 08:59:39 AM,02/06/2019 10:51:20 PM,40.774284,-73.957284
Fire-Residential,5910 Fort Hamilton Parkway,Brooklyn,10/30/2019 02:55:41 PM,,40.6333345695,-74.0052266955
Fire-10-76 (Commercial High Rise),1535 Broadway,Manhattan,10/20/2012 05:30:39 AM,10/20/2012 06:47:12 AM,40.7582665695,-73.9854677231
Utility-Water Service Line,123-33 83 Ave,Queens,10/19/2012 07:40:28 PM,10/20/2012 10:33:34 AM,40.7113314412,-73.8271529352
Law Enforcement-Suspicious Vehicle,Trinity Place & Rector Street,Manhattan,10/20/2012 01:50:17 PM,10/20/2012 02:34:58 PM,40.707771514,-74.0129630997
Structural-Stability Problem,420 E 12 St.,Manhattan,09/24/2012 03:52:30 PM,10/22/2012 10:53:57 AM,40.7297290498,-73.9828941829
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.8265375074,-73.9431738691
Structural-Scaffold,125 MacDougal Street,Manhattan,10/22/2012 02:53:34 PM,10/22/2012 05:26:15 PM,40.7305262994,-74.0000541216
Fire-Commercial,Richmond Valley Road & Arthur Kill Road,Staten Island,10/22/2012 06:30:57 PM,10/22/2012 07:16:37 PM,40.5212800966,-74.2394579198
Law Enforcement-Haz Mat,1279 E 68th Street,Brooklyn,03/24/2018 01:49:54 AM,,40.6231756861,-73.9152795659
Fire-4th Alarm,2000 2nd Avenue,Manhattan,03/24/2018 01:16:50 AM,,40.7887808526,-73.9437578917
Law Enforcement-Suspicious Package,Water Street & Wall Street,Manhattan,10/23/2012 04:23:59 PM,10/23/2012 04:23:59 PM,40.705183694,-74.0073938015
Fire-Haz Mat,2101 Bergen Avenue,Brooklyn,10/23/2012 02:59:09 PM,10/23/2012 05:21:08 PM,40.6219519697,-73.9035321302
Structural-Confined Space,46-10 Center Blvd,Queens,10/25/2012 11:54:41 AM,10/25/2012 01:04:44 PM,40.7472994607,-73.9563995176
Rescue-Confined Space,East 98th Street  & 5th Avenue,Manhattan,10/25/2012 12:16:10 PM,10/25/2012 01:15:33 PM,40.7892055506,-73.9548156105
Rescue-Confined Space,224 West 21 Street,Manhattan,10/27/2012 06:34:32 AM,10/27/2012 07:30:37 AM,40.7431878168,-73.9974991087
Law Enforcement-Device,78-16 90th Avenue,Queens,10/28/2012 11:34:35 AM,10/28/2012 12:41:10 PM,40.6878236327,-73.8626336367
Law Enforcement-Suspicious Package,82-2 Pettit Ave,Queens,10/28/2012 02:43:12 PM,10/28/2012 03:30:59 PM,40.7441772859,-73.883369364
Law Enforcement-Explosion,300 West 234 Street,Bronx,09/27/2016 07:36:10 AM,,,
Structural-Life Safety Violations,712 crown st,Brooklyn,10/03/2016 10:07:54 PM,,40.6653464905,-73.9338091209
Fire-2nd Alarm,162-05 89 Avenue,Queens,10/03/2016 04:06:41 PM,,,
Structural-Life Safety Violations,2028 East 9 Street,Brooklyn,12/16/2016 12:35:45 PM,04/05/2017 10:10:51 AM,40.5997244072,-73.9624261356
Utility-Power Outage,112 Avenue & Francis Lewis Blvd,Hollis,06/26/2017 09:17:19 AM,06/26/2017 09:29:28 AM,40.7186227694,-73.7649480895
Transportation-School Bus,67th Avenue  & Woodhaven Boulevard,Queens,10/30/2017 08:53:41 AM,10/30/2017 10:37:53 AM,,
Fire-5th Alarm,1486 Watson Avenue,Bronx,10/01/2017 02:50:56 PM,12/19/2017 11:44:57 AM,40.8257765945,-73.8801670706
Fire-1st Alarm,58-02 Roosevelt Ave,Queens,12/25/2017 07:25:23 PM,12/25/2017 08:55:10 PM,40.745355499,-73.9063935
Law Enforcement-Suspicious Package,1000 5 avenue,new york,01/13/2018 05:27:47 AM,01/13/2018 06:42:30 AM,40.7787429448,-73.9624983143
Structural-Street Collapse,Dean Street & Brooklyn Avenue,Brooklyn,09/25/2016 03:11:51 AM,,40.6765726975,-73.944303491
Structural-Street Collapse,East 7th Street & 1st Avenue,Manhattan,03/13/2018 12:36:24 PM,03/19/2018 05:28:55 PM,40.72698,-73.985751
HazMat-Other,524 West 59 Street,Manhattan,05/24/2018 04:40:34 PM,05/24/2018 06:40:15 PM,40.7710458446,-73.9892110752
Structural-Stability Problem,330 East Fordham Road,Bronx,10/23/2018 08:06:23 AM,10/23/2018 12:28:21 PM,40.8618508047,-73.8936484251
Transportation-Other,,Hoboken,09/29/2016 09:06:56 AM,,40.7390534322,-74.0301576832
Utility-Water Main,Britton Avenue & Saunders Street,Staten Island,10/29/2012 09:00:16 AM,10/29/2012 01:24:59 PM,40.6106503163,-74.0841952019
Utility-Water Main,Steinway Avenue & Nome Avenue,Staten Island,10/29/2012 01:55:14 AM,10/29/2012 03:48:24 PM,40.5901388973,-74.164828247
Structural-Crane,30 West 15 St,Manhattan,10/29/2012 10:03:03 PM,10/29/2012 11:56:12 PM,40.7371629715,-73.994262543
Fire-Hospital,2601 Ocean Parkway,Brooklyn,10/29/2012 10:18:52 PM,10/30/2012 03:47:23 AM,40.5865521447,-73.9661677413
Utility-Power Outage,531 1st Avenue - NYU Medical Center,Manhattan,10/29/2012 11:25:32 PM,10/30/2012 05:52:17 AM,40.7417413954,-73.9750168901
Weather-Flooding,75 Vera Street,Staten Island,10/30/2012 10:11:16 PM,,40.5843034801,-74.0974611477
Structural-Partial Collapse,300 East 42nd Street,Manhattan,10/30/2012 12:16:46 PM,10/31/2012 05:12:13 AM,40.7497032049,-73.9719389145
Fire-2nd Alarm,706 Brighton Beach Ave,Brooklyn,10/31/2012 06:12:27 AM,10/31/2012 12:58:55 PM,40.5778245782,-73.9604087938
Fire-2nd Alarm,88 prospect park west,Brooklyn,03/04/2017 09:26:13 PM,,40.6673356193,-73.9746303503
Law Enforcement-Explosion,300 West 234 Street,Bronx,09/27/2016 07:36:10 AM,,,
Fire-3rd Alarm,102-11 Atlantic Avenue,Queens,10/01/2016 12:28:22 AM,10/01/2016 04:27:25 AM,40.6899552914,-73.8425443051
Structural-Other,347 West 19 Street,Manhattan,09/10/2016 10:36:22 AM,,40.7434183915,-74.0016311786
Law Enforcement-Suspicious Package,1231 Lafayette Avenue,Bronx,12/04/2018 02:35:11 PM,,40.8164614566,-73.8908143951
Utility-Other,116 East 125 Street,Manhattan,12/14/2016 08:41:46 PM,12/14/2016 11:38:40 PM,,
Structural-Crane,,Brooklyn,12/08/2016 09:38:34 PM,12/15/2016 05:02:55 AM,,
Fire-7th Alarm,,Queens,03/04/2017 11:13:52 PM,,,
Fire-6th Alarm,324 East 93rd,Manhattan,10/27/2016 03:40:16 AM,,,
Fire-3rd Alarm,,Brooklyn,11/01/2016 08:44:24 PM,,,
Fire-10-76 (Commercial High Rise Fire),723 7th Avenue,Manhattan,02/21/2017 05:07:39 AM,02/21/2017 08:53:42 AM,40.7144215406,-74.0060763804
Transportation-Train Subway,1 Pennsylvania Station,Manhattan,07/15/2017 11:54:09 AM,07/15/2017 01:47:22 PM,40.74948,-73.99289
Fire-2nd Alarm,726 Ocean Avenue,Brooklyn,10/30/2017 01:32:04 PM,10/30/2017 04:00:52 PM,,
Structural-Sidewalk Shed,50 East Fordham Road,Bronx,10/17/2019 12:20:18 AM,10/17/2019 10:30:25 AM,40.862259,-73.9001925
Utility-Water Main,263 11 Ave.,Manhattan,10/31/2012 03:05:59 PM,10/31/2012 05:01:19 PM,40.7515509812,-74.005081814
Utility-Water Service Line,17 Battery Place,Manhattan,10/30/2012 12:34:23 PM,10/31/2012 08:24:29 PM,40.7048836502,-74.0159272589
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.8265375074,-73.9431738691
Fire-2nd Alarm,3269 3rd Avenue,Bronx,03/29/2018 05:20:43 AM,,40.8248371465,-73.9084361534
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.7144215406,-74.0060763804
Fire-2nd Alarm,9-10 Dinsmore Ave.,Queens,10/31/2012 09:20:47 PM,10/31/2012 10:45:19 PM,40.604925322,-73.74631933
Utility-Gas Service Line,2865 Brighton 3rd Street,Brooklyn,10/30/2012 07:34:25 AM,11/01/2012 04:48:33 AM,40.5814878636,-73.9657563006
Utility-Power Outage,462 1 Avenue - Bellevue Hospital,Manhattan,10/29/2012 11:36:01 PM,11/01/2012 12:42:44 PM,40.7391726935,-73.9768618338
Structural-Construction Accident,405 E 42 St,Manhattan,11/01/2012 12:02:19 PM,11/01/2012 12:43:18 PM,40.7486485967,-73.9694815713
Medical-Nursing Home,2865 Brighton 3 St.,Brooklyn,10/31/2012 05:24:46 PM,11/02/2012 01:48:57 AM,40.5814878636,-73.9657563006
Utility-No Utilities,15 Tides Lane,Staten Island,11/01/2012 05:20:23 PM,11/02/2012 04:24:50 AM,40.5290035497,-74.2396906323
Structural-Collapse,Beach 140 Street & Rockaway Beach Blvd,Queens,10/30/2012 10:12:05 AM,11/02/2012 04:27:08 AM,40.5723677646,-73.8567554112
Utility-Generator issue,2700 Eastchester Rd,Bronx,11/02/2012 11:34:54 AM,11/02/2012 12:44:11 PM,40.8653781668,-73.8433256624
Utility-Water Condition,1526 New Haven Avenue,Queens,11/03/2012 07:18:00 AM,11/03/2012 09:36:39 AM,40.5991623257,-73.7493228706
Structural-Life Safety Violations,2770 West 5th Street,Brooklyn,11/03/2012 08:14:22 PM,11/04/2012 01:10:27 AM,40.5806193515,-73.9715887553
HazMat-High Carbon Monoxide,630 East 6 Street,Manhattan,11/02/2012 11:38:13 PM,11/04/2012 02:59:08 PM,40.7239509339,-73.9803666345
Structural-Evacuation,155 Tompkins Avenue,Staten Island,11/05/2012 01:04:25 PM,11/05/2012 01:14:01 PM,40.6207449223,-74.0774502618
Fire-6th Alarm,Beach 207 Street (Breezy Point) & Rockaway Point  Blvd,Queens,10/30/2012 12:29:42 AM,11/05/2012 10:53:18 PM,40.5609060302,-73.9154860009
Weather-Flooding,,Queens,10/30/2012 04:56:33 AM,11/05/2012 10:55:56 PM,40.6641935811,-73.8411164488
Other-Nursing Home Evacation,128  Beach 115 Street,Queens,11/06/2012 04:59:22 PM,11/06/2012 06:10:05 PM,40.5788280704,-73.8355344588
Transportation-Other,,Brooklyn,12/17/2018 12:44:51 PM,,,
Fire-Other,West 31 Street  & 7 Avenue,Manhattan,02/21/2017 05:29:34 PM,02/21/2017 05:45:33 PM,40.7144215406,-74.0060763804
Transportation-Train Subway,West 34 Street & 7 Avenue,Manhattan,07/15/2017 04:58:50 PM,07/15/2017 06:42:24 PM,40.750974,-73.990593
Structural-Scaffold,926 Southern Blouevard,Bronx,09/07/2017 09:37:43 AM,09/07/2017 11:26:59 AM,40.8199910827,-73.8924020277
Fire-10-76 (Commercial High Rise Fire),,Brooklyn,10/30/2017 10:24:18 PM,10/31/2017 01:44:48 AM,,
Fire-2nd Alarm,13 Morningstar Road,Staten Island,03/19/2018 11:56:22 PM,03/20/2018 02:23:29 AM,40.6375028068,-74.1448763336
Structural-Falling Debris,101 Barclay Street,Manhattan,04/13/2018 02:47:56 PM,04/13/2018 03:44:18 PM,40.7137361976,-74.0117374057
Law Enforcement-Suspicious Package,400 West 59 Street,Manhattan,12/18/2018 11:13:47 AM,,,
Law Enforcement-Suspicious Package,365 5th Avenue,Mahattan,12/18/2018 01:13:47 PM,,40.7487759364,-73.9842748335
Utility-Water Main,East End Avenue & East 88 Street,Manhattan,05/16/2018 02:53:34 PM,05/16/2018 03:59:45 PM,40.776219,-73.9438245
Fire-10-77 (Residential High Rise Fire),4 east 28th street,New York,06/30/2018 05:05:50 PM,06/30/2018 09:09:57 PM,40.7443657791,-73.9866435242
Fire-2nd Alarm,45 Edgewater Place,Bronx,11/23/2018 10:11:42 PM,11/24/2018 12:37:06 AM,40.8193241818,-73.8838675454
Law Enforcement-Device,Henry Hudson Drive & Hudson River Greenway,Manhattan,08/22/2019 10:11:46 PM,08/23/2019 01:28:51 AM,40.778478,-73.989342
Fire-Collapse,316 West 135th Street,Manhattan,11/29/2018 12:21:19 PM,,40.816858768,-73.9474713748
Transportation-Car,1431 Fulton Street,Brooklyn,12/10/2019 06:42:57 AM,12/10/2019 02:12:14 PM,40.680105579,-73.9439570379
Utility-Other,e 60th street & madison avenue,manhattan,12/11/2018 12:39:18 AM,,40.764213,-73.970955
Fire-10-77 (Residential High Rise),40  Waterside Plaza,Manhattan,11/09/2012 12:30:21 AM,11/09/2012 01:10:44 AM,40.7377420214,-73.9737987184
HazMat-Fuel,3701 Barnes Avenue,Bronx,10/16/2012 11:16:32 AM,11/10/2012 02:06:17 PM,40.8806558933,-73.8610490962
Utility-Manhole,592 Lenox Avenue,Manhattan,08/06/2012 11:19:27 AM,11/10/2012 02:06:52 PM,40.8171311507,-73.9386365949
Utility-Gas Main Rupture,529 West 20 Street,Manhattan,11/11/2012 02:12:49 PM,11/11/2012 03:08:08 PM,40.7462864758,-74.0066260463
Law Enforcement-Suspicious Package,Olga Place & Steuben Street,Staten Island,11/11/2012 07:21:17 PM,11/11/2012 08:19:00 PM,,
Utility-Steam Main,141 5th Avenue,Manhattan,07/19/2018 07:02:24 AM,,40.7400371879,-73.990637582
Law Enforcement-Other,32-37 Junction Boulevard,Queens,10/29/2018 04:35:53 PM,,40.7575783231,-73.8740442538
Law Enforcement-Haz Mat,,Brooklyn,09/27/2016 02:52:01 PM,,,
Utility-Steam Main,141 5th Avenue,Manhattan,07/19/2018 07:02:24 AM,,40.7400371879,-73.990637582
Fire-4th Alarm,3210 Hull Avenue,Bronx,11/20/2018 02:22:23 PM,,40.8743586778,-73.8762171032
HazMat-Other,215 West 114 Street,Manhattan,12/15/2016 08:55:56 AM,12/15/2016 09:51:01 AM,40.7144215406,-74.0060763804
Structural-Collapse,58 Bleeker St,Brooklyn,09/27/2016 02:40:41 PM,,,
Structural-Street Collapse,Dean Street & Brooklyn Avenue,Brooklyn,09/25/2016 03:11:51 AM,,40.6765726975,-73.944303491
Law Enforcement-Explosion,300 West 234 Street,Bronx,09/27/2016 07:36:10 AM,,,
HazMat-Other,150 William Street,Manhattan,11/14/2017 03:37:43 PM,11/20/2017 01:05:32 PM,,
Law Enforcement-Explosion,West 42nd Street  & 8th Avenue,Manhattan,12/11/2017 07:50:42 AM,12/12/2017 07:58:54 AM,,
Law Enforcement-Suspicious Package,780 Third Avenue,Manhattan,03/26/2018 04:34:16 PM,04/02/2018 05:22:24 PM,40.7549058887,-73.9714764219
Fire-Sensitive Location,1260 45th Street,Brooklyn,06/07/2018 03:09:37 PM,06/07/2018 08:05:23 PM,40.637724425,-73.9906886054
